,BBBP,smiles,cano_smiles
25,1,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
26,1,IC1=C(N([H])[H])C=CC(C2=NC3=CC=C(O[H])C=C3S2)=C1,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I
27,1,CN1[C@H]2CCC[C@@H]1CC(C2)NC(=O)c3nn(C)c4ccccc34,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2
28,1,c1ccc(cc1)c1csc(n1)N=C(N)N,NC(N)=Nc1nc(-c2ccccc2)cs1
29,1,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C
30,1,CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1,CN(C)Cc1ccc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)o1
31,1,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1
32,1,n(ccc1)c(c1)CCN(C)C,CN(C)CCc1ccccn1
33,1,O=C1N(CCC1)CCCCN2CCN(CC2)c3cc(C(F)(F)F)ccn3,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1
34,1,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
35,1,c1ccc(cc1N)c1csc(n1)N=C(N)N,NC(N)=Nc1nc(-c2cccc(N)c2)cs1
36,1,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
37,1,c1(c(cc(NC(CCC)=O)cc1)C(C)=O)OCC(CNC(C)C)O,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
38,1,CN(C)Cc1ccc(CSCCNC2=C([N+]([O-])=O)C(Cc3ccccc3)=CN2)o1,CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1
39,0,CNC(=NC#N)Nc1cccc(c1)c1csc(n1)N=C(N)N,CNC(=NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1
40,1,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
41,1,CCC(NC(=O)c1c(c(nc2c1cccc2)c1ccccc1)C)c1ccccc1,CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1
42,1,ClC1=CC=CC(OC2CCN(CCC3CCCN3S(C4=CC(N([H])C=C5)=C5C=C4)(=O)=O)CC2)=C1,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2cccc(Cl)c2)CC1
43,1,CNCCCC12CCC(c3ccccc13)c4ccccc24,CNCCCC12CCC(c3ccccc31)c1ccccc12
44,1,N1(Cc2cc(OCCCNc3nccs3)ccc2)CCCCC1,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1
45,1,[Na+].CO\N=C(C(=O)N[C@@H]1[C@@H]2SCC(=C(N2C1=O)C([O-])=O)COC(C)=O)\c3csc(N)n3,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1.[Na+]
46,1,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,NC(=O)N1c2ccccc2C2OC2c2ccccc21
47,1,C1CCCCC1,C1CCCCC1
48,1,Cc1csc(n1)N=C(N)N,Cc1csc(N=C(N)N)n1
49,1,Clc1cc2c(Oc3ccccc3C3CN(CC32)C)cc1,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
50,0,CN(C)Cc1oc(CSCCNC2C([N+]([O-])=O)=CC=N2)cc1,CN(C)Cc1ccc(CSCCNC2N=CC=C2[N+](=O)[O-])o1
51,1,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/c3occc3,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
52,1,OC12c3c(Oc4c(C)cccc4C2CN(CC1)C)cccc3,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21
53,1,[O-][N+](C1=CC=NC1NCCSCc2ccccn2)=O,O=[N+]([O-])C1=CC=NC1NCCSCc1ccccn1
54,1,c12c(nc([nH]1)NC(OC)=O)cc(SCCC)cc2,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
55,0,c1cccn2c1nc(c2)CCN,NCCc1cn2ccccc2n1
56,1,Cc1ncc(n1CC(O)CCl)[N+]([O-])=O,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
57,1,CCCN(CCc1c2c(ccc1)NC(=O)C2)CCC,CCCN(CCC)CCc1cccc2c1CC(=O)N2
58,1,Clc1cc2c(Oc3ccccc3C3CNCC32)cc1,Clc1ccc2c(c1)C1CNCC1c1ccccc1O2
59,1,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSC3=NC(=O)C(=O)NN3C)/c4csc(N)n4,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1
60,1,OC12c3c(Oc4c(C)cccc4C2CNCC1)cccc3,Cc1cccc2c1Oc1ccccc1C1(O)CCNCC21
61,1,c12c3c(C(NC(C)=O)CCc2cc(c(c1OC)OC)OC)cc(=O)c(cc3)OC,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
62,1,C1CCN(CC1)Cc1cc(OCCCO)ccc1,OCCCOc1cccc(CN2CCCCC2)c1
63,1,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
64,1,ClCC(F)(F)F,FC(F)(F)CCl
65,1,CN1C(=O)c2c(cccc2Cl)n2cnc(c2C1)c1noc(n1)C(C)C,CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1
66,1,CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C(O)=O)COC(N)=O,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
67,1,NC(CC=C)c1ccccc1c2noc3c2cccc3,C=CCC(N)c1ccccc1-c1noc2ccccc12
68,1,OC1C(N2CCC1)=NC(C)=C(CCN3CCC(CC3)c4c5ccc(F)cc5on4)C2=O,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
69,1,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1
70,0,CC(=O)Oc1ccccc1C(O)=O,CC(=O)Oc1ccccc1C(=O)O
71,0,O=C1N=CN=C2NNC=C12,O=c1ncnc2[nH][nH]cc1-2
72,0,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O.O.O.O
73,0,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
74,1,OC(=O)CCC(O)=O.FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CCC5OCCCO5)CC4)c2c1,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2.O=C(O)CCC(=O)O
75,1,O=C1Nc2ccccc2N1C3CCN(CCOc4ccccc4)CC3,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1
76,1,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
77,1,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
78,1,NC1=NC(=O)C(O1)c2ccccc2,NC1=NC(=O)C(c2ccccc2)O1
79,1,C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C
80,1,CCc1cc(ccn1)C(N)=S,CCc1cc(C(N)=S)ccn1
81,0,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
82,1,NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
83,1,[Na+].[Na+].[Na+].[O-]C(=O)[P]([O-])([O-])=O,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
84,1,NCC1(CCCCC1)CC(O)=O,NCC1(CC(=O)O)CCCCC1
85,0,[Na+].CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C([O-])=O,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+]
86,0,CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
87,0,Cc1c(O)cccc1C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
88,0,COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
89,0,[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+],CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.[Cl-].[H+]
90,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
91,0,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
92,0,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
93,0,CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
94,0,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
95,1,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
96,1,CN1CCN(CC1)C2=Nc3ccccc3Cc4ccccc24,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
97,1,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
98,1,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
99,1,C1CCN(CC1)C2(CCCCC2)c3ccccc3,c1ccc(C2(N3CCCCC3)CCCCC2)cc1
100,1,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
101,1,NC(=O)OCCCc1ccccc1,NC(=O)OCCCc1ccccc1
102,1,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
103,0,NCC(O)c1ccc(O)c(O)c1,NCC(O)c1ccc(O)c(O)c1
104,0,Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
105,1,OC[C@H]1O[C@H](C[C@@H]1O)n2cnc3[C@H](O)CN=CNc23,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O
106,0,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C([O-])=O,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
107,0,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
108,0,N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1Cl,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
109,0,CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
110,0,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
111,0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
112,0,Clc1ccccc1C(n2ccnc2)(c3ccccc3)c4ccccc4,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
113,0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
114,0,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
115,1,OCC[C@@H]1CCN(CC\C=C2/c3ccc(F)cc3Sc4ccc(cc24)C(F)(F)F)CC1,OCCC1CCN(CC/C=C2\c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1
116,1,OCCN1CCN(CC\C=C/2c3ccccc3COc4ccc(Cl)cc24)CC1,OCCN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1
117,1,NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N3CCCCC3,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
118,1,Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
119,1,CCC1(C(=O)NCNC1=O)c2ccccc2,CCC1(c2ccccc2)C(=O)NCNC1=O
120,1,CCN(CC)CCOC(=O)c1ccc(N)cc1,CCN(CC)CCOC(=O)c1ccc(N)cc1
121,1,OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
122,1,CN(C)CCCN1c2ccccc2Sc3ccccc13,CN(C)CCCN1c2ccccc2Sc2ccccc21
123,1,CC(C)NCC(O)COc1cccc2[nH]ccc12,CC(C)NCC(O)COc1cccc2[nH]ccc12
124,1,CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@H](O)[C@@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
125,0,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
126,1,O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
127,1,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
128,0,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
129,0,NC(CO)(CO)CO,NC(CO)(CO)CO
130,1,NC(N)=O,NC(N)=O
131,0,O=C1Oc2ccccc2C=C1,O=c1ccc2ccccc2o1
132,0,Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
133,0,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
134,0,OC1=C(CC2=C(O)Oc3ccccc3C2=O)C(=O)c4ccccc4O1,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12
135,0,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
136,0,CC\C(c1ccc(O)cc1)=C(\CC)c2ccc(O)cc2,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
137,0,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@@H](CC[C@]67O)C8=CC(=O)OC8)C4,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
138,0,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
139,0,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
140,1,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
141,1,CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
